#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EIF3H	EIF2S3	9606.ENSP00000429931	9606.ENSP00000253039	0	0	0	0	0.342	0.800	0.600	0.267	0.956
EIF3H	EIF3G	9606.ENSP00000429931	9606.ENSP00000253108	0	0	0	0	0.719	0.997	0.900	0.846	0.999
EIF3H	EIF2S1	9606.ENSP00000429931	9606.ENSP00000256383	0	0	0	0	0.592	0.822	0.600	0.342	0.978
EIF3H	RPL35	9606.ENSP00000429931	9606.ENSP00000259469	0	0	0	0	0.686	0	0	0	0.686
EIF3H	EIF3J	9606.ENSP00000429931	9606.ENSP00000261868	0	0	0	0	0.158	0.922	0.900	0.850	0.998
EIF3H	RPL8	9606.ENSP00000429931	9606.ENSP00000262584	0	0	0	0	0.700	0	0.540	0.265	0.890
EIF3H	RPS11	9606.ENSP00000429931	9606.ENSP00000270625	0	0	0	0	0.554	0.835	0.600	0.108	0.970
EIF3H	RPS27A	9606.ENSP00000429931	9606.ENSP00000272317	0	0	0	0	0.325	0.825	0.600	0.170	0.955
EIF3H	RPL37	9606.ENSP00000429931	9606.ENSP00000274242	0	0	0	0	0.283	0	0	0.439	0.580
EIF3H	EIF4A1	9606.ENSP00000429931	9606.ENSP00000293831	0	0.014	0	0	0.304	0.940	0	0.391	0.972
EIF3H	RPS23	9606.ENSP00000429931	9606.ENSP00000296674	0	0	0	0	0.634	0.823	0.600	0.062	0.972
EIF3H	RPL15	9606.ENSP00000429931	9606.ENSP00000309334	0	0	0	0	0.826	0	0	0.204	0.856
EIF3H	RPL38	9606.ENSP00000429931	9606.ENSP00000309830	0	0	0	0	0.487	0	0.540	0.278	0.814
EIF3H	EIF4A2	9606.ENSP00000429931	9606.ENSP00000326381	0	0.013	0	0	0.300	0.717	0	0.410	0.873
EIF3H	EIF3C	9606.ENSP00000429931	9606.ENSP00000332604	0	0	0	0	0.665	0.995	0.900	0.893	0.999
EIF3H	EIF4EBP1	9606.ENSP00000429931	9606.ENSP00000340691	0	0	0	0	0.084	0	0	0.439	0.464
EIF3H	RPS21	9606.ENSP00000429931	9606.ENSP00000345957	0	0	0	0	0.370	0.822	0.600	0.095	0.954
EIF3H	RPLP1	9606.ENSP00000429931	9606.ENSP00000346037	0	0	0	0	0.456	0	0	0.081	0.479
EIF3H	RPSA	9606.ENSP00000429931	9606.ENSP00000346067	0	0	0	0	0.608	0.828	0.600	0.139	0.973
EIF3H	RPL22	9606.ENSP00000429931	9606.ENSP00000346088	0	0	0	0	0.478	0	0	0.093	0.507
EIF3H	RPS26	9606.ENSP00000429931	9606.ENSP00000348849	0	0	0	0	0.393	0.822	0.600	0.307	0.966
EIF3H	ETF1	9606.ENSP00000429931	9606.ENSP00000353741	0	0	0	0	0.371	0	0	0.199	0.474
EIF3H	EIF3B	9606.ENSP00000429931	9606.ENSP00000354125	0	0	0	0	0.835	0.997	0.900	0.909	0.999
EIF3H	RPL39	9606.ENSP00000429931	9606.ENSP00000355315	0	0	0	0	0.214	0	0.540	0.131	0.658
EIF3H	EIF3A	9606.ENSP00000429931	9606.ENSP00000358140	0	0	0	0	0.540	0.997	0.900	0.719	0.999
EIF3H	EIF3I	9606.ENSP00000429931	9606.ENSP00000362688	0	0	0	0	0.885	0.996	0.900	0.890	0.999
EIF3H	RPL10A	9606.ENSP00000429931	9606.ENSP00000363018	0	0	0	0	0.812	0	0.540	0.170	0.922
EIF3H	RPL11	9606.ENSP00000429931	9606.ENSP00000363676	0	0	0	0	0.891	0	0.540	0.130	0.953
EIF3H	EIF2S2	9606.ENSP00000429931	9606.ENSP00000364119	0	0	0	0	0.587	0.800	0.600	0.382	0.976
EIF3H	EIF3CL	9606.ENSP00000429931	9606.ENSP00000370258	0	0	0	0	0.487	0.973	0.540	0.609	0.997
EIF3H	RPL24	9606.ENSP00000429931	9606.ENSP00000377640	0	0	0	0	0.748	0	0.540	0.260	0.906
EIF3H	RPS29	9606.ENSP00000429931	9606.ENSP00000379339	0	0	0	0	0.775	0.823	0.600	0	0.982
EIF3H	RPL31	9606.ENSP00000429931	9606.ENSP00000386717	0	0	0	0	0.387	0	0.540	0	0.706
EIF3H	RPL17	9606.ENSP00000429931	9606.ENSP00000397798	0	0	0	0	0.524	0	0	0.070	0.538
EIF3H	RPL9	9606.ENSP00000429931	9606.ENSP00000400467	0	0	0	0	0.533	0	0	0	0.533
EIF3H	RPL6	9606.ENSP00000429931	9606.ENSP00000403172	0	0	0	0	0.873	0	0.540	0.098	0.943
EIF3H	RPL36A	9606.ENSP00000429931	9606.ENSP00000404375	0	0	0	0	0.458	0	0.540	0.108	0.758
EIF3H	EIF4G1	9606.ENSP00000429931	9606.ENSP00000416255	0	0	0	0	0.234	0.840	0	0.636	0.951
EIF3H	RPL32	9606.ENSP00000429931	9606.ENSP00000416429	0	0	0	0	0.708	0	0.540	0.060	0.863
EIF3H	RPL29	9606.ENSP00000429931	9606.ENSP00000418868	0	0	0	0	0.404	0	0	0.108	0.445
EIF3H	RPL35A	9606.ENSP00000429931	9606.ENSP00000419117	0	0	0	0	0.502	0	0	0	0.502
EIF3H	RPL30	9606.ENSP00000429931	9606.ENSP00000428085	0	0	0	0	0.632	0	0.540	0.374	0.884
EIF3H	RPL26L1	9606.ENSP00000429931	9606.ENSP00000428223	0	0	0	0	0.489	0	0	0	0.489
EIF3H	ENSP00000449026	9606.ENSP00000429931	9606.ENSP00000449026	0	0	0	0	0	0	0.540	0	0.540
EIF3H	ENSP00000485567	9606.ENSP00000429931	9606.ENSP00000485567	0	0	0	0	0.088	0	0.540	0	0.562
EIF3H	RPL26	9606.ENSP00000429931	9606.ENSP00000463784	0	0	0	0	0.629	0	0	0	0.629
EIF3H	RPLP0	9606.ENSP00000429931	9606.ENSP00000449328	0	0	0	0	0.606	0.110	0	0	0.634
EIF3H	RPL36	9606.ENSP00000429931	9606.ENSP00000464342	0	0	0	0	0.471	0	0.540	0.342	0.826
EIF3H	RPL18	9606.ENSP00000429931	9606.ENSP00000447001	0	0	0	0	0.704	0	0.540	0.245	0.888
EIF3H	RPS28	9606.ENSP00000429931	9606.ENSP00000472469	0	0	0	0	0.389	0.822	0.600	0	0.952
EIF3H	EIF3M	9606.ENSP00000429931	9606.ENSP00000436049	0	0	0	0	0.909	0.997	0.900	0.934	0.999
EIF3H	EIF3L	9606.ENSP00000429931	9606.ENSP00000485663	0	0	0	0	0.880	0.993	0.900	0.835	0.999
EIF3H	EIF3F	9606.ENSP00000429931	9606.ENSP00000431800	0	0	0	0.575	0.883	0.997	0.900	0.991	0.999
EIF3I	EIF3D	9606.ENSP00000362688	9606.ENSP00000216190	0	0	0	0	0.932	0.995	0.900	0.906	0.999
EIF3I	EIF5	9606.ENSP00000362688	9606.ENSP00000216554	0	0	0	0	0.285	0.949	0.600	0.810	0.996
EIF3I	EIF3E	9606.ENSP00000362688	9606.ENSP00000220849	0	0	0	0	0.942	0.996	0.900	0.886	0.999
EIF3I	RPL18A	9606.ENSP00000362688	9606.ENSP00000222247	0	0	0	0	0.976	0	0	0.044	0.976
EIF3I	RPL19	9606.ENSP00000362688	9606.ENSP00000225430	0	0	0	0	0.818	0	0	0.239	0.855
EIF3I	RPS12	9606.ENSP00000362688	9606.ENSP00000230050	0	0	0	0	0.914	0.906	0.600	0.563	0.998
EIF3I	EIF3K	9606.ENSP00000362688	9606.ENSP00000248342	0	0	0	0	0.831	0.996	0.900	0.882	0.999
EIF3I	RPS16	9606.ENSP00000362688	9606.ENSP00000251453	0	0	0	0	0.954	0.875	0.600	0	0.997
EIF3I	DHX29	9606.ENSP00000362688	9606.ENSP00000251636	0	0	0	0	0.063	0	0.360	0.636	0.763
EIF3I	EIF2S3	9606.ENSP00000362688	9606.ENSP00000253039	0	0	0	0	0.786	0.906	0.600	0.724	0.997
EIF3I	EIF3G	9606.ENSP00000362688	9606.ENSP00000253108	0	0	0	0	0.941	0.995	0.900	0.989	0.999
EIF3I	EIF2S1	9606.ENSP00000362688	9606.ENSP00000256383	0	0	0	0	0.852	0.945	0.600	0.564	0.998
EIF3I	RPL35	9606.ENSP00000362688	9606.ENSP00000259469	0	0	0	0	0.575	0	0	0	0.575
EIF3I	EIF3J	9606.ENSP00000362688	9606.ENSP00000261868	0	0	0	0	0.115	0.965	0.900	0.948	0.999
EIF3I	RPL8	9606.ENSP00000362688	9606.ENSP00000262584	0	0	0	0	0.959	0.056	0	0.164	0.965
EIF3I	EIF2B2	9606.ENSP00000362688	9606.ENSP00000266126	0	0	0	0	0.348	0.056	0	0.442	0.627
EIF3I	RPS11	9606.ENSP00000362688	9606.ENSP00000270625	0	0	0	0	0.905	0.871	0.600	0.151	0.995
EIF3I	RPS27A	9606.ENSP00000362688	9606.ENSP00000272317	0	0	0	0	0.414	0.906	0.600	0.081	0.977
EIF3I	EIF2B5	9606.ENSP00000362688	9606.ENSP00000273783	0	0	0	0	0.087	0.272	0	0.593	0.706
EIF3I	DENR	9606.ENSP00000362688	9606.ENSP00000280557	0	0	0	0	0.149	0.384	0	0.374	0.644
EIF3I	EIF4A1	9606.ENSP00000362688	9606.ENSP00000293831	0	0	0	0	0.745	0.951	0	0.626	0.995
EIF3I	RPS23	9606.ENSP00000362688	9606.ENSP00000296674	0	0	0	0	0.710	0.871	0.600	0.223	0.986
EIF3I	RPL15	9606.ENSP00000362688	9606.ENSP00000309334	0	0	0	0	0.968	0	0	0.103	0.970
EIF3I	EIF4A2	9606.ENSP00000362688	9606.ENSP00000326381	0	0	0	0	0.266	0.491	0	0.671	0.866
EIF3I	EIF3C	9606.ENSP00000362688	9606.ENSP00000332604	0	0	0	0	0.526	0.993	0.900	0.920	0.999
EIF3I	RPS21	9606.ENSP00000362688	9606.ENSP00000345957	0	0	0	0	0.625	0.871	0.600	0	0.979
EIF3I	RPLP1	9606.ENSP00000362688	9606.ENSP00000346037	0	0	0	0	0.413	0	0	0.134	0.471
EIF3I	RPSA	9606.ENSP00000362688	9606.ENSP00000346067	0	0	0	0	0.970	0.864	0.600	0.490	0.999
EIF3I	RPL22L1	9606.ENSP00000362688	9606.ENSP00000346080	0	0	0	0	0.223	0	0	0.266	0.405
EIF3I	RPL22	9606.ENSP00000362688	9606.ENSP00000346088	0	0	0	0	0.446	0	0	0.134	0.500
EIF3I	RPS26	9606.ENSP00000362688	9606.ENSP00000348849	0	0	0	0	0.925	0.871	0.600	0.101	0.996
EIF3I	EIF2B3	9606.ENSP00000362688	9606.ENSP00000353575	0	0	0	0	0.144	0	0	0.507	0.559
EIF3I	ETF1	9606.ENSP00000362688	9606.ENSP00000353741	0	0	0	0	0.881	0.133	0	0.360	0.928
EIF3I	EIF3B	9606.ENSP00000362688	9606.ENSP00000354125	0	0	0	0	0.972	0.997	0.900	0.987	0.999
EIF3I	EIF3A	9606.ENSP00000362688	9606.ENSP00000358140	0	0	0	0	0.568	0.997	0.900	0.882	0.999
EIF3I	MCTS1	9606.ENSP00000362688	9606.ENSP00000360365	0	0	0	0	0.290	0	0	0.454	0.596
EIF3I	RPL32	9606.ENSP00000362688	9606.ENSP00000416429	0	0	0	0	0.488	0	0	0	0.488
EIF3I	RPL36	9606.ENSP00000362688	9606.ENSP00000464342	0	0	0	0	0.462	0	0	0.173	0.536
EIF3I	EIF2S3L	9606.ENSP00000362688	9606.ENSP00000445077	0	0	0	0	0.226	0.554	0	0.144	0.678
EIF3I	RPL29	9606.ENSP00000362688	9606.ENSP00000418868	0	0	0	0	0.601	0	0	0.326	0.719
EIF3I	RPL17	9606.ENSP00000362688	9606.ENSP00000397798	0	0	0	0	0.762	0.056	0	0.101	0.780
EIF3I	RPL10A	9606.ENSP00000362688	9606.ENSP00000363018	0	0	0	0	0.819	0	0	0.130	0.836
EIF3I	RPL24	9606.ENSP00000362688	9606.ENSP00000377640	0	0	0	0	0.873	0.056	0	0.108	0.883
EIF3I	RPL18	9606.ENSP00000362688	9606.ENSP00000447001	0	0	0	0	0.875	0.058	0	0.183	0.895
EIF3I	RPLP0	9606.ENSP00000362688	9606.ENSP00000449328	0	0	0	0	0.937	0	0	0.102	0.941
EIF3I	RPL26	9606.ENSP00000362688	9606.ENSP00000463784	0	0	0	0	0.938	0.057	0	0.096	0.942
EIF3I	RPL35A	9606.ENSP00000362688	9606.ENSP00000419117	0	0	0	0	0.931	0.058	0	0.190	0.943
EIF3I	RPL30	9606.ENSP00000362688	9606.ENSP00000428085	0	0	0	0	0.943	0	0	0.082	0.945
EIF3I	RPL31	9606.ENSP00000362688	9606.ENSP00000386717	0	0	0	0	0.956	0	0	0	0.956
EIF3I	RPL11	9606.ENSP00000362688	9606.ENSP00000363676	0	0	0	0	0.948	0.057	0	0.195	0.957
EIF3I	RPL9	9606.ENSP00000362688	9606.ENSP00000400467	0	0	0	0	0.959	0.056	0	0.053	0.960
EIF3I	RPL6	9606.ENSP00000362688	9606.ENSP00000403172	0	0	0	0	0.971	0	0	0.053	0.971
EIF3I	EIF4G1	9606.ENSP00000362688	9606.ENSP00000416255	0	0	0	0	0.107	0.938	0	0.615	0.977
EIF3I	RPS29	9606.ENSP00000362688	9606.ENSP00000379339	0	0	0	0	0.602	0.871	0.600	0.078	0.978
EIF3I	RPS28	9606.ENSP00000362688	9606.ENSP00000472469	0	0	0	0	0.749	0.871	0.600	0.079	0.986
EIF3I	EIF2S2	9606.ENSP00000362688	9606.ENSP00000364119	0	0	0	0	0.596	0.906	0.600	0.720	0.995
EIF3I	EIF3CL	9606.ENSP00000362688	9606.ENSP00000370258	0	0	0	0	0.464	0.945	0.540	0.782	0.996
EIF3I	EIF3F	9606.ENSP00000362688	9606.ENSP00000431800	0	0	0	0	0.824	0.996	0.900	0.877	0.999
EIF3I	EIF3L	9606.ENSP00000362688	9606.ENSP00000485663	0	0	0	0	0.660	0.977	0.900	0.847	0.999
EIF3I	EIF3M	9606.ENSP00000362688	9606.ENSP00000436049	0	0	0	0	0.970	0.995	0.900	0.885	0.999
EIF3I	EIF3H	9606.ENSP00000362688	9606.ENSP00000429931	0	0	0	0	0.885	0.996	0.900	0.890	0.999
EIF3J	EIF3D	9606.ENSP00000261868	9606.ENSP00000216190	0	0	0	0	0.160	0.887	0.900	0.891	0.998
EIF3J	EIF5	9606.ENSP00000261868	9606.ENSP00000216554	0	0	0	0	0.159	0.451	0.600	0.810	0.960
EIF3J	EIF3E	9606.ENSP00000261868	9606.ENSP00000220849	0	0	0	0	0.155	0.901	0.900	0.872	0.998
EIF3J	RPS12	9606.ENSP00000261868	9606.ENSP00000230050	0	0	0	0	0.071	0.906	0.600	0.051	0.962
EIF3J	EIF3K	9606.ENSP00000261868	9606.ENSP00000248342	0	0	0	0	0.112	0.901	0.900	0.874	0.998
EIF3J	RPS16	9606.ENSP00000261868	9606.ENSP00000251453	0	0	0	0	0.082	0.872	0.600	0.055	0.950
EIF3J	DHX29	9606.ENSP00000261868	9606.ENSP00000251636	0	0	0	0	0.124	0	0.360	0.768	0.858
EIF3J	EIF2S3	9606.ENSP00000261868	9606.ENSP00000253039	0	0	0	0	0.118	0.803	0.600	0.557	0.965
EIF3J	EIF3G	9606.ENSP00000261868	9606.ENSP00000253108	0	0	0	0	0.187	0.978	0.900	0.972	0.999
EIF3J	EIF2S1	9606.ENSP00000261868	9606.ENSP00000256383	0	0	0	0	0.583	0.803	0.600	0.427	0.978
EIF3J	EIF2B5	9606.ENSP00000261868	9606.ENSP00000273783	0	0	0	0	0.082	0	0	0.443	0.467
EIF3J	MCTS1	9606.ENSP00000261868	9606.ENSP00000360365	0	0	0	0	0.088	0	0	0.447	0.475
EIF3J	GSPT2	9606.ENSP00000261868	9606.ENSP00000341247	0	0	0	0	0.166	0.130	0	0.377	0.508
EIF3J	GSPT1	9606.ENSP00000261868	9606.ENSP00000398131	0	0	0	0	0.192	0.130	0	0.437	0.570
EIF3J	EIF4A2	9606.ENSP00000261868	9606.ENSP00000326381	0	0	0	0	0.072	0.056	0	0.585	0.604
EIF3J	EIF2D	9606.ENSP00000261868	9606.ENSP00000271764	0	0	0	0	0.094	0	0	0.649	0.669
EIF3J	DENR	9606.ENSP00000261868	9606.ENSP00000280557	0	0	0	0	0.128	0.285	0	0.525	0.678
EIF3J	ETF1	9606.ENSP00000261868	9606.ENSP00000353741	0	0	0	0	0.346	0.133	0	0.712	0.823
EIF3J	EIF4A1	9606.ENSP00000261868	9606.ENSP00000293831	0	0	0	0	0.125	0.803	0	0.613	0.927
EIF3J	RPS21	9606.ENSP00000261868	9606.ENSP00000345957	0	0	0	0	0.102	0.871	0.600	0	0.949
EIF3J	EIF3CL	9606.ENSP00000261868	9606.ENSP00000370258	0	0	0	0	0.065	0.781	0.540	0.538	0.950
EIF3J	RPS29	9606.ENSP00000261868	9606.ENSP00000379339	0	0	0	0	0.111	0.871	0.600	0.061	0.951
EIF3J	RPS28	9606.ENSP00000261868	9606.ENSP00000472469	0	0	0	0	0.096	0.871	0.600	0.132	0.954
EIF3J	EIF4G1	9606.ENSP00000261868	9606.ENSP00000416255	0	0	0	0	0.091	0.857	0	0.705	0.958
EIF3J	RPS26	9606.ENSP00000261868	9606.ENSP00000348849	0	0	0	0	0.090	0.871	0.600	0.237	0.959
EIF3J	RPS11	9606.ENSP00000261868	9606.ENSP00000270625	0	0	0	0	0.078	0.871	0.600	0.256	0.960
EIF3J	RPS27A	9606.ENSP00000261868	9606.ENSP00000272317	0	0	0	0	0.066	0.906	0.600	0	0.961
EIF3J	RPSA	9606.ENSP00000261868	9606.ENSP00000346067	0	0	0	0	0.089	0.865	0.600	0.465	0.970
EIF3J	RPS23	9606.ENSP00000261868	9606.ENSP00000296674	0	0	0	0	0.076	0.905	0.600	0.320	0.973
EIF3J	EIF2S2	9606.ENSP00000261868	9606.ENSP00000364119	0	0	0	0	0.349	0.843	0.600	0.616	0.982
EIF3J	EIF3L	9606.ENSP00000261868	9606.ENSP00000485663	0	0	0	0	0.077	0.847	0.900	0.862	0.997
EIF3J	EIF3F	9606.ENSP00000261868	9606.ENSP00000431800	0	0	0	0	0.093	0.895	0.900	0.850	0.998
EIF3J	EIF3H	9606.ENSP00000261868	9606.ENSP00000429931	0	0	0	0	0.158	0.922	0.900	0.850	0.998
EIF3J	EIF3C	9606.ENSP00000261868	9606.ENSP00000332604	0	0	0	0	0.084	0.984	0.900	0.883	0.999
EIF3J	EIF3B	9606.ENSP00000261868	9606.ENSP00000354125	0	0	0	0	0.162	0.995	0.900	0.993	0.999
EIF3J	EIF3A	9606.ENSP00000261868	9606.ENSP00000358140	0	0	0	0	0.151	0.995	0.900	0.814	0.999
EIF3J	EIF3I	9606.ENSP00000261868	9606.ENSP00000362688	0	0	0	0	0.115	0.965	0.900	0.948	0.999
EIF3J	EIF3M	9606.ENSP00000261868	9606.ENSP00000436049	0	0	0	0	0.232	0.892	0.900	0.904	0.999
EIF3K	EIF3D	9606.ENSP00000248342	9606.ENSP00000216190	0	0	0	0	0.827	0.996	0.900	0.872	0.999
EIF3K	EIF5	9606.ENSP00000248342	9606.ENSP00000216554	0	0	0	0	0.135	0	0	0.407	0.465
EIF3K	EIF3E	9606.ENSP00000248342	9606.ENSP00000220849	0	0	0	0	0.454	0.997	0.900	0.887	0.999
EIF3K	RPL18A	9606.ENSP00000248342	9606.ENSP00000222247	0	0	0	0	0.848	0	0	0	0.848
EIF3K	RPL19	9606.ENSP00000248342	9606.ENSP00000225430	0	0	0	0	0.361	0	0	0.255	0.504
EIF3K	RPS12	9606.ENSP00000248342	9606.ENSP00000230050	0	0	0	0	0.246	0.822	0.600	0	0.941
EIF3K	RPL26	9606.ENSP00000248342	9606.ENSP00000463784	0	0	0	0	0.351	0	0	0.120	0.405
EIF3K	EIF2B2	9606.ENSP00000248342	9606.ENSP00000266126	0	0	0	0	0.105	0.129	0	0.359	0.457
EIF3K	RPLP0	9606.ENSP00000248342	9606.ENSP00000449328	0	0	0	0	0.328	0	0	0.226	0.458
EIF3K	RPL30	9606.ENSP00000248342	9606.ENSP00000428085	0	0	0	0	0.491	0	0	0	0.491
EIF3K	RPL35	9606.ENSP00000248342	9606.ENSP00000259469	0	0	0	0	0.508	0	0	0	0.508
EIF3K	RPL36A	9606.ENSP00000248342	9606.ENSP00000404375	0	0	0	0	0.455	0	0	0.181	0.535
EIF3K	RPL10A	9606.ENSP00000248342	9606.ENSP00000363018	0	0	0	0	0.550	0	0	0	0.550
EIF3K	RPL11	9606.ENSP00000248342	9606.ENSP00000363676	0	0	0	0	0.565	0	0	0	0.565
EIF3K	EIF4A2	9606.ENSP00000248342	9606.ENSP00000326381	0	0	0	0	0.087	0.372	0	0.330	0.583
EIF3K	RPL24	9606.ENSP00000248342	9606.ENSP00000377640	0	0	0	0	0.547	0	0	0.137	0.592
EIF3K	EIF2B5	9606.ENSP00000248342	9606.ENSP00000273783	0	0	0	0	0.093	0.484	0	0.210	0.598
EIF3K	RPL36	9606.ENSP00000248342	9606.ENSP00000464342	0	0	0	0	0.611	0	0	0.063	0.620
EIF3K	DHX29	9606.ENSP00000248342	9606.ENSP00000251636	0	0	0	0	0.063	0	0.360	0.442	0.636
EIF3K	RPL6	9606.ENSP00000248342	9606.ENSP00000403172	0	0	0	0	0.638	0	0	0.043	0.638
EIF3K	RPL31	9606.ENSP00000248342	9606.ENSP00000386717	0	0	0	0	0.664	0	0	0.154	0.703
EIF3K	RPL15	9606.ENSP00000248342	9606.ENSP00000309334	0	0	0	0	0.693	0	0	0.084	0.707
EIF3K	RPL8	9606.ENSP00000248342	9606.ENSP00000262584	0	0	0	0	0.516	0	0	0.447	0.721
EIF3K	RPL32	9606.ENSP00000248342	9606.ENSP00000416429	0	0	0	0	0.581	0	0	0.393	0.735
EIF3K	RPL38	9606.ENSP00000248342	9606.ENSP00000309830	0	0	0	0	0.313	0	0	0.649	0.749
EIF3K	RPL9	9606.ENSP00000248342	9606.ENSP00000400467	0	0	0	0	0.452	0	0	0.705	0.831
EIF3K	RPL18	9606.ENSP00000248342	9606.ENSP00000447001	0	0	0	0	0.855	0	0	0.150	0.872
EIF3K	EIF4A1	9606.ENSP00000248342	9606.ENSP00000293831	0	0	0	0	0.124	0.824	0	0.321	0.886
EIF3K	RPL29	9606.ENSP00000248342	9606.ENSP00000418868	0	0	0	0	0.841	0	0	0.402	0.901
EIF3K	EIF4G1	9606.ENSP00000248342	9606.ENSP00000416255	0	0	0	0	0.064	0.800	0	0.616	0.921
EIF3K	RPS23	9606.ENSP00000248342	9606.ENSP00000296674	0	0	0	0	0.297	0.823	0.600	0.103	0.949
EIF3K	EIF2S3	9606.ENSP00000248342	9606.ENSP00000253039	0	0	0	0	0.186	0.800	0.600	0.339	0.951
EIF3K	RPSA	9606.ENSP00000248342	9606.ENSP00000346067	0	0	0	0	0.349	0.828	0.600	0.065	0.952
EIF3K	RPS27A	9606.ENSP00000248342	9606.ENSP00000272317	0	0	0	0	0.387	0.825	0.600	0	0.953
EIF3K	EIF2S1	9606.ENSP00000248342	9606.ENSP00000256383	0	0	0	0	0.316	0.822	0.600	0.193	0.955
EIF3K	RPS11	9606.ENSP00000248342	9606.ENSP00000270625	0	0	0	0	0.547	0.822	0.600	0	0.964
EIF3K	RPS26	9606.ENSP00000248342	9606.ENSP00000348849	0	0	0	0	0.526	0.838	0.600	0.087	0.968
EIF3K	EIF2S2	9606.ENSP00000248342	9606.ENSP00000364119	0	0	0	0	0.222	0.800	0.600	0.584	0.970
EIF3K	RPS16	9606.ENSP00000248342	9606.ENSP00000251453	0	0	0	0	0.636	0.822	0.600	0.123	0.974
EIF3K	RPS21	9606.ENSP00000248342	9606.ENSP00000345957	0	0	0	0	0.768	0.822	0.600	0	0.982
EIF3K	RPS29	9606.ENSP00000248342	9606.ENSP00000379339	0	0	0	0	0.827	0.823	0.600	0	0.986
EIF3K	RPS28	9606.ENSP00000248342	9606.ENSP00000472469	0	0	0	0	0.840	0.822	0.600	0.066	0.987
EIF3K	EIF3CL	9606.ENSP00000248342	9606.ENSP00000370258	0	0	0	0	0.108	0.985	0.540	0.539	0.996
EIF3K	EIF3J	9606.ENSP00000248342	9606.ENSP00000261868	0	0	0	0	0.112	0.901	0.900	0.874	0.998
EIF3K	EIF3L	9606.ENSP00000248342	9606.ENSP00000485663	0	0	0	0	0.698	0.996	0.900	0.957	0.999
EIF3K	EIF3B	9606.ENSP00000248342	9606.ENSP00000354125	0	0	0	0	0.228	0.997	0.900	0.847	0.999
EIF3K	EIF3A	9606.ENSP00000248342	9606.ENSP00000358140	0	0	0	0	0.246	0.997	0.900	0.753	0.999
EIF3K	EIF3C	9606.ENSP00000248342	9606.ENSP00000332604	0	0	0	0	0.169	0.993	0.900	0.884	0.999
EIF3K	EIF3F	9606.ENSP00000248342	9606.ENSP00000431800	0	0	0	0	0.829	0.997	0.900	0.902	0.999
EIF3K	EIF3G	9606.ENSP00000248342	9606.ENSP00000253108	0	0	0	0	0.878	0.997	0.900	0.805	0.999
EIF3K	EIF3H	9606.ENSP00000248342	9606.ENSP00000429931	0	0	0	0	0.429	0.997	0.900	0.863	0.999
EIF3K	EIF3I	9606.ENSP00000248342	9606.ENSP00000362688	0	0	0	0	0.831	0.996	0.900	0.882	0.999
EIF3K	EIF3M	9606.ENSP00000248342	9606.ENSP00000436049	0	0	0	0	0.696	0.997	0.900	0.891	0.999
EIF3L	EIF3D	9606.ENSP00000485663	9606.ENSP00000216190	0	0	0	0	0.946	0.986	0.900	0.909	0.999
EIF3L	EIF5	9606.ENSP00000485663	9606.ENSP00000216554	0	0	0	0	0.131	0	0	0.413	0.469
EIF3L	EIF3E	9606.ENSP00000485663	9606.ENSP00000220849	0	0	0	0	0.906	0.993	0.900	0.895	0.999
EIF3L	RPS12	9606.ENSP00000485663	9606.ENSP00000230050	0	0	0	0	0.278	0.822	0.600	0.224	0.954
EIF3L	EIF3K	9606.ENSP00000485663	9606.ENSP00000248342	0	0	0	0	0.698	0.996	0.900	0.957	0.999
EIF3L	RPS16	9606.ENSP00000485663	9606.ENSP00000251453	0	0	0	0	0.440	0.841	0.600	0.208	0.968
EIF3L	DHX29	9606.ENSP00000485663	9606.ENSP00000251636	0	0	0	0	0.064	0	0.360	0.595	0.736
EIF3L	EIF2S3	9606.ENSP00000485663	9606.ENSP00000253039	0	0	0	0	0.421	0.800	0.600	0.330	0.964
EIF3L	EIF3G	9606.ENSP00000485663	9606.ENSP00000253108	0	0	0	0	0.626	0.987	0.900	0.656	0.999
EIF3L	EIF2S1	9606.ENSP00000485663	9606.ENSP00000256383	0	0	0	0	0.442	0.822	0.600	0.285	0.967
EIF3L	EIF3J	9606.ENSP00000485663	9606.ENSP00000261868	0	0	0	0	0.077	0.847	0.900	0.862	0.997
EIF3L	EIF2B2	9606.ENSP00000485663	9606.ENSP00000266126	0	0	0	0	0.174	0	0	0.309	0.405
EIF3L	RPS11	9606.ENSP00000485663	9606.ENSP00000270625	0	0	0	0	0.252	0.822	0.600	0.102	0.945
EIF3L	RPS27A	9606.ENSP00000485663	9606.ENSP00000272317	0	0	0	0	0.311	0.829	0.600	0	0.948
EIF3L	EIF2B5	9606.ENSP00000485663	9606.ENSP00000273783	0	0	0	0	0.091	0.297	0	0.264	0.489
EIF3L	EIF4A1	9606.ENSP00000485663	9606.ENSP00000293831	0	0	0	0	0.239	0.803	0	0.391	0.901
EIF3L	RPS23	9606.ENSP00000485663	9606.ENSP00000296674	0	0	0	0	0.245	0.823	0.600	0.142	0.948
EIF3L	RPL15	9606.ENSP00000485663	9606.ENSP00000309334	0	0	0	0	0.776	0	0	0.193	0.811
EIF3L	EIF4A2	9606.ENSP00000485663	9606.ENSP00000326381	0	0	0	0	0.187	0.297	0	0.292	0.561
